gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
886575334	5df38344-b821-49c2-8174-cf0f29f4df0d	ark:/65665/308bcd52a-21f7-4d39-90f5-f97c591c5fed	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	ID	"Bugis village, Waingapu, Sumba, Indonesia"	bc092ff0-02e4-11dc-991f-b8a03c50a862	-9.63969	120.25756					2012-11-09T00:00Z	9	11	2012	2386201	2386201	PRESERVED_SPECIMEN	USNM	Fishes	410674.11054376		"Jaafar, Zeehan"			Z. Jaafar & Y. Zamroni			2015-08-07T19:47Z		GEODETIC_DATUM_ASSUMED_WGS84
1100566403	dce8feb0-6c89-11de-8225-b8a03c50a862	637fd71e-e0a3-449b-a93e-908bc06171c2	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	ID		770c30d2-c2a8-4bb2-8056-6167297cddae	-1.25	116.833					1976-06-26T00:00Z	26	6	1976	2386201	2386201	PRESERVED_SPECIMEN	AM	Ichthyology	I.19355-011		"Larson, Dr Helen - Curator Emeritus - Museum & Art Gallery of the Northern Territory"			COLMAN + PARTY			2015-07-17T05:58Z		GEODETIC_DATUM_ASSUMED_WGS84
1100600611	dce8feb0-6c89-11de-8225-b8a03c50a862	f2eaf08a-7ec6-4a44-a1b8-a4363b2ca529	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PH		770c30d2-c2a8-4bb2-8056-6167297cddae	13.166	123.666					1980-07-01T00:00Z	1	7	1980	2386201	2386201	PRESERVED_SPECIMEN	AM	Ichthyology	I.25048-001		"Hoese, Dr Douglass Fielding - Australian Museum - Ichthyology"			"Gindelberger, B"			2015-07-17T06:01Z		GEODETIC_DATUM_ASSUMED_WGS84
1100637377	dce8feb0-6c89-11de-8225-b8a03c50a862	ff2a37e9-c474-4e54-b2a8-e0a0e64e0bf9	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	AU		770c30d2-c2a8-4bb2-8056-6167297cddae	-10.683	142.116					1976-07-01T00:00Z	1	7	1976	2386201	2386201	PRESERVED_SPECIMEN	AM	Ichthyology	I.34586-001		"Reader, Ms Sally Elizabeth - Australian Museum - Ichthyology"			D. Brown  W. Ponder			2015-07-17T06:05Z		GEODETIC_DATUM_ASSUMED_WGS84
1100656855	dce8feb0-6c89-11de-8225-b8a03c50a862	a0532a7d-0986-4149-b41a-f909b5858117	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-7.301	147.12416					1999-07-27T00:00Z	27	7	1999	2386201	2386201	PRESERVED_SPECIMEN	AM	Ichthyology	I.39588-004		"Jenkins, Dr Aaron - Wetlands International - Oceania Fiji Office"			"A Jenkins,J Opu, V Rei, J Aruga, P Led"			2015-07-17T06:07Z		GEODETIC_DATUM_ASSUMED_WGS84
1100685300	dce8feb0-6c89-11de-8225-b8a03c50a862	1f008f76-f6ed-4b4a-b823-b3526e0deda4	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PG		770c30d2-c2a8-4bb2-8056-6167297cddae	-8.633	143.616									2386201	2386201	PRESERVED_SPECIMEN	AM	Ichthyology	I.46226-017		"Larson, Dr Helen - Curator Emeritus - Museum & Art Gallery of the Northern Territory"			"Kailola, Ms Patricia - University of Adelaide - Zoology Department"			2015-07-17T06:07Z		GEODETIC_DATUM_ASSUMED_WGS84
1085800866	793c3890-6c8a-11de-8226-b8a03c50a862	97a784ac-051a-4386-a37a-c37d7052d6b7	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	ID	"Sanur Beach, South End, Bali"	8cdd9232-84eb-4bad-9d9b-a36910cd524b	-8.717	115.267					1983-06-10T00:00Z	10	6	1983	2386201	2386201	PRESERVED_SPECIMEN	MAGNT	Fish	S.11125-017		H.K. Larson						2015-05-14T00:29Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1085817104	793c3890-6c8a-11de-8226-b8a03c50a862	02df66e8-feac-45fd-b9e8-9d70017f5629	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PG	"Nagada River 600m from Mouth, Madang"	8cdd9232-84eb-4bad-9d9b-a36910cd524b	-5.173	145.797					1992-10-06T00:00Z	6	10	1992	2386201	2386201	PRESERVED_SPECIMEN	MAGNT	Fish	S.13665-008		H.K. Larson						2015-05-14T00:29Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1085817909	793c3890-6c8a-11de-8226-b8a03c50a862	25231b09-b385-4687-94d2-78c79dbd0109	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PG	"Biges River, Mililat Harbour, Madang"	8cdd9232-84eb-4bad-9d9b-a36910cd524b	-5.113	145.797					1992-10-23T00:00Z	23	10	1992	2386201	2386201	PRESERVED_SPECIMEN	MAGNT	Fish	S.13689-002		H.K. Larson						2015-05-14T00:29Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1085819401	793c3890-6c8a-11de-8226-b8a03c50a862	25a60582-cd6c-41a3-a17f-20fda9c1da34	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	TH	"Ao Nam Bor, Phuket Island"	8cdd9232-84eb-4bad-9d9b-a36910cd524b	7.833	98.25					1993-12-09T00:00Z	9	12	1993	2386201	2386201	PRESERVED_SPECIMEN	MAGNT	Fish	S.13954-013		H.K. Larson						2015-05-14T00:29Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;PRESUMED_NEGATED_LATITUDE
1085819433	793c3890-6c8a-11de-8226-b8a03c50a862	b6f30ba7-0904-4545-a7f5-4f9f1df7cd69	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	SG	Sungei Pandan	8cdd9232-84eb-4bad-9d9b-a36910cd524b	1.308	103.76					1993-12-29T00:00Z	29	12	1993	2386201	2386201	PRESERVED_SPECIMEN	MAGNT	Fish	S.13957-001		H.K. Larson						2015-05-14T00:29Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1085822868	793c3890-6c8a-11de-8226-b8a03c50a862	b12cc7c3-9d2a-4a9f-836f-b1a99716c19b	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	BN	"Sungai Tutong, Tutong District"	8cdd9232-84eb-4bad-9d9b-a36910cd524b	4.767	114.602					1997-08-23T00:00Z	23	8	1997	2386201	2386201	PRESERVED_SPECIMEN	MAGNT	Fish	S.14799-010		H.K. Larson						2015-05-14T00:30Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1085822925	793c3890-6c8a-11de-8226-b8a03c50a862	37194645-0d55-4e0f-a231-3f501931f497	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	BN	"Sungai Tutong, Tutong District"	8cdd9232-84eb-4bad-9d9b-a36910cd524b	4.752	114.586					1997-08-24T00:00Z	24	8	1997	2386201	2386201	PRESERVED_SPECIMEN	MAGNT	Fish	S.14802-016		H.K. Larson						2015-05-14T00:30Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1085822950	793c3890-6c8a-11de-8226-b8a03c50a862	9d26a04f-8749-4695-9dae-850515700ce2	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	BN	"Sungai Tutong, Tutong District"	8cdd9232-84eb-4bad-9d9b-a36910cd524b	4.785	114.609					1997-08-25T00:00Z	25	8	1997	2386201	2386201	PRESERVED_SPECIMEN	MAGNT	Fish	S.14805-019		H.K. Larson						2015-05-14T00:30Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1085822988	793c3890-6c8a-11de-8226-b8a03c50a862	0a696500-4518-4fc1-8c03-4f70fdfe6bb5	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	BN	"Sungai Teraban, Kuala Belait"	8cdd9232-84eb-4bad-9d9b-a36910cd524b	4.574	114.177					1997-08-26T00:00Z	26	8	1997	2386201	2386201	PRESERVED_SPECIMEN	MAGNT	Fish	S.14806-017		H.K. Larson						2015-05-14T00:30Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1085823100	793c3890-6c8a-11de-8226-b8a03c50a862	a13ec3d6-5ff1-4c82-8b41-07f805869bbb	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PG	"Umada, Fly Estuary"	8cdd9232-84eb-4bad-9d9b-a36910cd524b	-8.583	143.667					1996-11-21T00:00Z	21	11	1996	2386201	2386201	PRESERVED_SPECIMEN	MAGNT	Fish	S.14827-001		H.K. Larson						2015-05-14T00:30Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1085825480	793c3890-6c8a-11de-8226-b8a03c50a862	9a66d4c9-5877-42a8-8b4f-923fa4cc53c0	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	MY	"Sementa River, Klang"	8cdd9232-84eb-4bad-9d9b-a36910cd524b	3.082	101.356					2002-10-16T00:00Z	16	10	2002	2386201	2386201	PRESERVED_SPECIMEN	MAGNT	Fish	S.15547-002		H.K. Larson						2015-05-14T00:30Z		GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84
1024541921	d499aef2-b1d9-4890-aeb3-5f0d1237b513	urn:catalog:AUM:Fish:47698	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PG	"tidal creek, at mouth of Fly River, 40.7 km NE of Daru"	34cc6c50-812c-11de-86fe-b8a03c50a862	-8.75252	143.40082					2007-10-24T00:00Z	24	10	2007	2386201	2386201	PRESERVED_SPECIMEN	AUM	Fish	47698		J.W.Armbruster	http://creativecommons.org/publicdomain/zero/1.0		"J.W.Armbruster, R.Betancur, A.Y.Ko’ou"			2015-02-17T08:01Z		
1024542275	d499aef2-b1d9-4890-aeb3-5f0d1237b513	urn:catalog:AUM:Fish:47573	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PG	"Ularimbin Creek, on main Wewak road, Wirui Creek E of Windjammer Hotel"	34cc6c50-812c-11de-86fe-b8a03c50a862	-3.5749	143.63881					2007-10-07T00:00Z	7	10	2007	2386201	2386201	PRESERVED_SPECIMEN	AUM	Fish	47573		J.W.Armbruster	http://creativecommons.org/publicdomain/zero/1.0		"J.W.Armbruster, R.Betancur, P.J.Unmack, A.Y.Ko’ou"			2015-02-17T08:01Z		
1065995006	18c93d12-34fb-4d3f-903c-b77215a1dcc9	346c7f8f-8e61-48ba-985b-4b3fa48e6e84	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PG		602f0aa0-1f3e-11da-9ae9-b8a03c50a862	-9.6	149.9					1948-09-25T00:00Z	25	9	1948	2386201	2386201	PRESERVED_SPECIMEN	CSIRO		B2710								2015-04-30T09:58Z		GEODETIC_DATUM_ASSUMED_WGS84
189172681	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:ZMH 18781	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PH	"Dumaguete, Philippinen"	192a9ab0-5565-11d8-b290-b8a03c50a862	9.312	123.31					1935-12-11T00:00Z	11	12	1935	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	ZMH 18781					"Herre ded. 12.XI,1935"			2015-07-15T17:26Z		GEODETIC_DATUM_ASSUMED_WGS84
189172787	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200351	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Ngarehelong Peninsula; stream south of Olei Village; water fresh and brackish, slightly yellowish, 0-5' deep."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.71472	134.62333			1.53		1955-08-23T00:00Z	23	8	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200351					"Bayer,Fehlmann,Rikrik,Suman,Harry (Rofen)"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172788	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200342	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Ngermelech village, Behes streamlet; 0-4' off muddy shore; water clear, brown, to 3' deep; no vegetation."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.49833	134.64028			0.92		1955-09-27T00:00Z	27	9	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200342					"Sumang, Rikrik, Fehlmann, Augustil"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172789	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200337	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Aragamaye village; fresh water streamlet ""Ngetuchong""; 0-4' off mud shore; water 0-3' deep; no vegetation."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.34639	134.49528			0.92		1955-09-16T00:00Z	16	9	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200337					"Sumang, Rikrik, Fehlmann"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172790	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200336	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Vic. of Ngeruluebe Village, s. tip of island; Ngerbong streamlet (empties into Gihmel River); 0-2' off shore."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.36167	134.52833			1.07		1955-09-19T00:00Z	19	9	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200336					Sumang; Rikrik; Fehlmann			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172791	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200348	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Ngermelech village, Behes streamlet; 0-4' off muddy shore; water clear, brown, to 3' deep; no vegetation."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.49833	134.64028			0.92		1955-09-27T00:00Z	27	9	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200348					"Sumang, Rikrik, Fehlmann, Augustil"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172792	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200346	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Aebukuru village, freshwater streamlet ""Suchusis""; water clear, 6""-2' deep; taro & some grass; current 1.5-2 mph."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.34417	134.48889			0.61		1955-10-01T00:00Z	1	10	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200346					"Rikrik, H.A. Fehlmann"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172793	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200338	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Aebukuru village; bomb crater, ca. 10' across & 3' deep, ca. 30' from mangrove swamp; no vegetation; turbid water."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.34444	134.48889			0.92		1955-10-01T00:00Z	1	10	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200338					"Rikrik, Fehlmann"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172794	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200340	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Ngertehiyau stream flowing through Ngerubodoru Village (Ngerbodel); water brown, slightly turbid, 1-4' deep."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.34778	134.5025			1.22		1955-10-12T00:00Z	12	10	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200340					"Sumang, Fehlmann"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172795	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200345	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"S. tip, Angmall stream ca. 1 mi. n. of Ngetkip (Ngatkib) village; water brown, turbid, 1-4.5' deep; no vegetation."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.36556	134.51667			0.615	0.30500000000000005	1955-10-23T00:00Z	23	10	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200345					"Sumang, Fehlmann"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172796	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200347	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"South end, (Mizuko area); Airisong stream, 1-1.5 miles north of Hgetkip Village; water clear, white, 1-10' deep."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.38111	134.525			1.22		1955-10-26T00:00Z	26	10	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200347					"Sumang, Yachad; Fehlmann, H. Adair"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172797	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200343	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"South end, (Mizuko area); Airisong stream, 1-1.5 miles north of Hgetkip Village; water clear, white, 1-10' deep."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.38111	134.525			1.22		1955-10-26T00:00Z	26	10	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200343					"Sumang, Yachad; Fehlmann, H. Adair"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172798	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200344	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Ngetkip Village, Ilmaw stream; water white, slightly turbid, 1-5' deep; current ca. 3 mph; no vegetation."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.36028	134.52194			1.22		1955-10-25T00:00Z	25	10	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200344					"Sumang, Fehlmann"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172799	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200354	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Kyam Stream just s. of Medorum Village; water slightly brownish, turbid; no vegetation; soil, rock shore."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.45167	134.48972			0.92		1955-11-02T00:00Z	2	11	1955	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200354					"Rengiil, Sumang, Fehlmann"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172800	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:SU 52102	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Arakitaoch stream, south fork, upper mangrove zone, ca. 1.2 miles southeast of Ngarekeai village."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.38889	134.52028			0.76		1956-11-15T00:00Z	15	11	1956	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	SU 52102		H.A.Fehlmann			"Sumang, Marbou, Fehlmann"			2015-07-15T17:25Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172801	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200356	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Airai Munic., Arakitaoch stream, mangrove zone, ca. 2.1 mi. SE of Ngarekeai village; water brown, slightly turbid, 0-3' deep."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.39	134.51861			0.92		1956-10-30T00:00Z	30	10	1956	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200356					"Sumang, Marbou, Fehlmann"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172802	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200355	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Airai Munic., Arakitaoch stream, mangrove zone, ca. 2.1 mi. SE of Ngarekeai village; water brown, slightly turbid, 0-3' deep."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.39	134.51861			0.92		1956-10-30T00:00Z	30	10	1956	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200355					"Sumang, Marbou, Fehlmann"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172803	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:SU 52101	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Airai Munic., Arakitaoch stream, mangrove zone, ca. 2.1 mi. SE of Ngarekeai village; water brown, slightly turbid, 0-3' deep."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.39	134.51861			0.92		1956-10-30T00:00Z	30	10	1956	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	SU 52101		H.A. Fehlmann			"Sumang, Marbou, Fehlmann"			2015-07-15T17:25Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172804	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:CAS 200349	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Arakitaoch stream, south fork, upper mangrove zone, ca. 1.2 miles southeast of Ngarekeai village."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.38889	134.52028			0.76		1956-11-15T00:00Z	15	11	1956	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	CAS 200349					"Sumang, Marbou, Fehlmann"			2015-07-15T17:16Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
189172805	197908d0-5565-11d8-b290-b8a03c50a862	FishBase:Occurrence:SU 52103	Animalia	Chordata	Actinopterygii	Perciformes	Eleotridae	Ophiocara	Ophiocara porocephala		SPECIES	"Ophiocara porocephala (Valenciennes, 1837)"	PW	"Arakitaoch stream, south fork, upper mangrove zone, ca. 1.2 miles southeast of Ngarekeai village."	192a9ab0-5565-11d8-b290-b8a03c50a862	7.38889	134.52028			0.76		1956-11-15T00:00Z	15	11	1956	2386201	2386201	PRESERVED_SPECIMEN	FishBase	Occurrence	SU 52103		H.A.Fehlmann			"Sumang, Marbou, Fehlmann"			2015-07-15T17:25Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
